x,y
305251,319828
305251,319829
305251,319831
305251,319832
305251,319836
305251,320839
305251,320841
305251,320842
305251,321670
305251,324478
305251,325271
305251,333294
305251,334605
305251,334607
305251,335560
305251,335561
305251,346257
305251,353858
305251,353943
305251,360069
305251,360070
305251,360071
305251,361633
305251,361634
305251,361635
305251,361636
305251,361637
305251,361638
305251,361639
305251,361640
305251,361641
305251,361642
305251,361643
305251,361644
305251,361645
305251,361646
305251,361647
305251,361648
305251,361649
305251,361650
305251,361651
305251,361652
305251,361653
305251,361654
305251,361655
305251,361656
305251,361657
305251,361658
305251,361659
305251,361660
305251,361661
305251,361662
305251,361663
305251,361664
305251,361665
305251,361666
305251,369091
305251,369092
319296,20925
319296,131520
319296,140881
319296,161465
319296,318504
319296,318505
319296,318655
319296,318658
319296,318661
319296,318666
319296,318870
319296,318871
319296,318872
319296,318873
319296,318874
319296,319122
319296,319123
319296,319124
319296,319125
319296,319126
319296,319127
319296,319128
319296,319129
319296,319292
319296,319293
319296,319294
319296,319297
319296,323793
319296,323794
7538,4972
7538,20179
7538,50180
7538,60819
7538,77972
7538,88317
7538,96658
7538,96784
7538,96785
7538,96786
7538,96787
7538,96788
7538,96789
7538,96790
7538,96791
7538,96792
7538,96793
7538,96794
7538,96795
7538,96796
7538,96797
7538,96798
7538,96799
7538,96800
7538,96801
7538,96802
7538,96803
7538,96804
7538,96805
7538,96806
7538,96807
7538,99619
7538,99620
7538,99621
7538,104691
7538,104692
7538,104693
7538,104694
7538,109919
5209,7236
5209,13076
5209,24677
5209,26497
5209,30815
5209,31470
5209,35376
5209,39420
5209,40108
5209,45686
5209,61506
5209,67024
5209,72210
5209,76323
5209,89460
5209,116246
5209,124411
5209,131740
5209,141841
5209,149143
5209,174700
5209,185173
5209,199059
5209,223457
5209,229989
5209,230620
5209,230621
5209,238302
5209,238793
5209,241405
5209,255210
5209,257012
5209,257013
5209,257014
5209,257015
5209,257016
5209,257017
5209,257018
5209,257019
5209,257020
5209,257021
5209,257022
5209,257023
5209,257024
5209,257025
5209,257533
5209,270049
5209,270050
5209,270051
5209,272551
5209,272552
5209,282970
353943,12300
353943,32534
353943,37572
353943,38868
353943,42671
353943,43377
353943,45479
353943,69054
353943,82316
353943,84657
353943,109825
353943,114575
353943,114816
353943,117657
353943,119707
353943,137772
353943,142571
353943,148255
353943,179483
353943,181479
353943,193978
353943,199804
353943,205395
353943,219725
353943,238123
353943,252413
353943,256807
353943,269413
353943,274748
353943,275945
353943,279245
353943,283362
353943,283981
353943,287674
353943,287845
353943,298337
353943,305407
353943,305408
353943,308275
353943,319357
353943,319822
353943,319824
353943,319826
353943,319828
353943,319829
353943,319831
353943,319832
353943,319836
353943,320839
353943,320841
353943,320842
353943,321670
353943,324478
353943,325271
353943,333294
353943,334605
353943,334607
353943,335560
353943,335561
353943,346257
353943,353858
353943,360069
353943,360070
353943,360071
353943,361633
353943,361634
353943,361635
353943,361636
353943,361637
353943,361638
353943,361639
353943,361640
353943,361641
353943,361642
353943,361643
353943,361644
353943,361645
353943,361646
353943,361647
353943,361648
353943,361649
353943,361650
353943,361651
353943,361652
353943,361653
353943,361654
353943,361655
353943,361656
353943,361657
353943,361658
353943,361659
353943,361660
353943,361661
353943,361662
353943,361663
353943,361664
353943,361665
353943,361666
353943,369091
353943,369092
405198,31470
405198,72210
405198,94469
405198,209722
405198,220936
405198,261762
405198,263799
405198,286305
405198,328201
405198,369080
405198,382574
405198,404660
405198,405197
405198,405199
405198,405200
405198,405201
405198,409529
405198,409530
405198,409531
405198,409532
360356,30679
360356,103756
360356,111435
360356,114914
360356,121553
360356,125859
360356,126999
360356,170035
360356,185260
360356,187069
360356,188128
360356,193895
360356,254338
360356,271264
360356,278828
360356,286472
360356,286473
360356,286475
360356,286476
360356,286477
360356,286479
360356,286480
360356,286481
360356,286482
360356,286483
360356,286484
360356,286793
360356,286794
360356,286796
360356,286797
360356,286798
360356,319208
360356,319209
360356,320948
360356,360346
360356,360347
360356,360348
360356,360349
360356,360350
360356,360351
360356,360352
360356,360353
360356,360354
360356,360355
360356,360357
360356,360358
360356,370499
359916,79910
359916,111578
359916,189815
359916,260803
359916,305547
359916,318751
359916,318752
359916,318753
359916,318754
359916,318799
359916,319162
359916,319163
359916,319165
359916,319166
359916,319167
359916,319168
359916,319169
359916,319284
359916,319285
359916,319303
359916,319304
359916,346240
359916,355787
359916,355795
359916,358022
359916,359915
359916,381308
318665,256418
318665,318654
318665,318655
318665,318656
318665,318657
318665,318658
318665,318659
318665,318660
318665,318661
318665,318662
318665,318663
318665,318664
318665,318666
318665,318733
318665,319198
318665,319244
318665,319245
318665,319246
318665,319247
318665,319248
318665,319249
318665,319250
318665,319251
318665,319252
318665,332591
318665,337282
318665,355671
318665,359320
318665,359321
318665,359322
318665,359323
318665,374500
318665,374501
318665,374502
186211,20956
186211,21839
186211,26574
186211,54931
186211,89043
186211,89375
186211,93747
186211,98817
186211,100741
186211,125237
186211,134155
186211,149006
186211,149007
186211,150063
186211,150706
186211,157351
186211,165022
186211,165992
186211,167629
186211,177688
186211,185667
186211,185668
186211,185669
186211,185670
186211,185671
186211,185672
186211,186210
186211,187192
186211,188862
186211,195117
186211,198907
16393,1442
16393,2571
16393,3420
16393,5184
16393,6433
16393,9812
16393,11786
16393,13451
16393,15365
16393,15737
16393,15760
16393,17505
16393,18246
16393,20696
16393,21250
16393,21634
16393,23574
16393,25347
16393,25670
16393,26613
16393,26626
16393,27264
16393,27777
16393,30141
16393,35239
16393,41825
31519,4769
31519,5184
31519,6772
31519,7691
31519,11123
31519,14717
31519,16986
31519,18324
31519,18797
31519,21047
31519,21055
31519,24046
31519,27777
31519,28432
31519,31074
31519,34355
31519,39363
31519,39744
31519,40215
31519,43763
31519,46034
31519,46124
31519,61615
31519,66338
31519,67677
31519,71507
31519,73729
31519,75084
31519,77324
31519,79279
31519,91910
31519,95534
31519,97752
31519,99707
31519,110659
31519,112848
31519,125678
31519,134360
31519,154161
31519,167700
31519,168916
31519,174083
31519,184038
31519,187361
31519,203738
31519,211757
31519,227233
31519,278141
31519,298902
31519,315769
31519,320905
31519,320906
31519,320907
31519,321750
31519,321754
31519,323390
31519,333471
31519,333472
31519,333473
31519,360938
31519,362583
31519,404914
237109,12271
237109,35213
237109,35736
237109,36447
237109,40579
237109,44782
237109,44783
237109,46276
237109,56444
237109,64715
237109,64988
237109,67739
237109,71267
237109,71322
237109,83076
237109,84775
237109,85141
237109,113535
237109,113833
237109,115985
237109,124137
237109,135307
237109,136180
237109,139822
237109,182559
237109,186318
237109,237142
237109,243032
237109,249331
237109,286932
208749,53062
208749,64806
208749,179726
208749,193156
208749,206431
208749,242539
208749,260611
208749,366664
208749,366665
208749,369657
208749,369658
208749,369659
208749,369660
208749,375576
208749,375577
208749,375578
208749,375579
208749,375580
208749,375581
208749,380140
208749,380141
208749,380142
208749,380143
257778,97569
257778,134547
257778,162017
257778,169383
257778,241397
257778,241398
257778,265267
257778,265957
257778,265958
257778,265959
257778,265960
257778,268238
257778,270037
257778,270038
257778,301490
257778,321577
257778,327540
257778,333187
257778,335913
257778,335914
11457,1442
11457,4912
11457,4913
11457,10516
11457,13076
11457,17393
11457,30925
11457,34877
11457,35249
11457,38868
11457,44544
11457,44729
11457,45479
11457,46911
11457,48047
11457,49246
11457,50458
11457,54518
11457,55155
11457,63241
11457,111307
11457,153885
11457,164465
11457,185262
11457,231983
11457,265003
11457,289748
11457,294284
11457,302242
11457,318972
11457,359819
11457,364570
11457,366743
11457,366744
11457,366745
11457,366746
359321,256418
359321,318654
359321,318655
359321,318657
359321,318658
359321,318659
359321,318660
359321,318661
359321,318662
359321,318663
359321,318664
359321,318666
359321,318733
359321,319198
359321,319244
359321,319246
359321,319247
359321,319248
359321,319250
359321,319251
359321,319252
359321,332591
359321,337282
359321,355671
359321,359320
359321,359322
359321,359323
359321,374500
359321,374501
359321,374502
218803,42660
218803,138752
218803,218804
218803,391714
218803,398726
218803,404308
218803,404309
218803,404310
218803,404311
218803,404312
218803,404313
218803,404314
218803,404315
218803,404316
218803,404317
218803,404318
218803,404319
218803,405461
218803,405462
218803,405463
218803,405464
218803,405465
218803,405466
218803,405467
218803,405468
218803,412061
218803,412062
218803,412063
218803,412064
218803,412065
361852,34263
361852,45634
361852,99125
361852,145932
361852,206096
361852,208720
361852,212767
361852,231527
361852,256418
361852,270521
361852,301788
361852,310618
361852,314476
361852,318279
361852,323701
361852,323702
361852,323703
361852,323793
361852,344544
361852,351271
361852,361798
361852,361799
361852,361800
361852,361801
361852,361802
361852,361803
361852,361804
361852,361805
361852,361806
361852,361847
361852,361848
361852,361849
361852,361850
361852,361851
361852,361853
361852,361854
361852,361855
361852,361856
361852,361857
361852,361858
361852,361859
361852,362443
361852,364863
319247,256418
319247,318654
319247,318655
319247,318656
319247,318657
319247,318658
319247,318659
319247,318660
319247,318661
319247,318662
319247,318663
319247,318664
319247,318666
319247,318733
319247,319198
319247,319244
319247,319245
319247,319246
319247,319248
319247,319249
319247,319250
319247,319251
319247,319252
319247,332591
319247,337282
319247,355671
319247,359320
319247,359322
319247,359323
319247,374500
319247,374501
319247,374502
127994,38395
127994,60599
127994,127909
127994,127910
127994,127911
127994,127912
127994,127913
127994,127914
127994,127915
127994,127916
127994,127917
127994,127918
127994,127993
127994,127995
127994,127996
127994,127997
127994,129660
127994,135846
127994,141004
127994,144237
88756,11323
88756,48294
88756,122116
88756,129484
88756,129485
88756,129486
88756,129487
88756,129632
88756,129635
88756,129637
88756,129640
88756,131317
88756,131318
88756,131319
88756,132010
88756,132011
88756,141723
88756,141724
88756,141725
88756,144037
158421,33149
158421,34263
158421,58419
158421,75711
158421,96017
158421,113922
158421,136288
158421,146270
158421,147627
158421,177589
158421,206842
158421,206843
158421,206844
158421,206845
158421,206846
158421,206847
158421,208720
158421,229624
158421,230589
158421,256648
158421,256649
158421,256650
158421,257613
158421,257892
158421,262113
158421,266972
158421,268351
158421,271181
89732,13593
89732,34636
89732,42217
89732,46963
89732,47936
89732,52650
89732,54401
89732,63992
89732,67138
89732,71216
89732,74350
89732,85178
89732,123310
89732,128364
89732,136962
89732,141460
89732,146168
89732,149060
89732,164945
89732,183031
89732,191132
89732,213045
89732,213105
89732,229738
42217,13593
42217,34636
42217,38868
42217,46963
42217,47936
42217,52650
42217,54401
42217,63992
42217,67138
42217,71216
42217,74350
42217,85178
42217,123310
42217,128364
42217,136962
42217,141460
42217,146168
42217,149060
42217,164945
42217,183031
42217,191132
42217,213045
42217,213105
42217,229738
321754,4769
321754,6772
321754,16986
321754,18324
321754,21055
321754,34355
321754,79279
321754,97752
321754,167700
321754,184038
321754,187361
321754,211757
321754,227233
321754,278141
321754,298902
321754,315769
321754,321750
321754,323390
321754,333471
321754,333472
321754,333473
321754,360938
321754,362583
321754,404914
403384,198995
403384,212767
403384,231521
403384,231525
403384,258689
403384,403383
403384,403385
403384,403386
403384,403387
403384,403388
403384,403389
403384,403390
403384,403391
403384,403392
403384,403393
403384,403394
403384,403395
403384,403396
403384,403397
403384,403398
403384,407335
403384,420336
148355,9701
148355,13999
148355,26882
148355,29422
148355,31131
148355,37724
148355,40358
148355,65899
148355,70385
148355,87400
148355,88584
148355,112879
148355,119524
148355,132766
148355,166988
148355,173168
148355,184499
148355,280959
148355,325111
148355,363760
148355,363761
148355,363762
148355,364054
148355,365071
29736,18285
29736,25313
29736,51518
29736,63460
29736,84521
29736,97287
29736,101816
29736,109015
29736,130348
29736,130860
29736,134547
29736,137888
29736,143086
29736,143511
29736,151124
29736,156801
29736,182017
29736,188149
29736,194892
29736,217579
29736,238983
29736,257945
29736,261254
29736,264566
29736,268236
29736,270037
29736,282859
29736,282860
29736,284646
29736,291955
29736,292522
29736,321615
29736,321616
29736,326939
29736,341019
29736,362437
29736,362438
29736,362439
29736,364439
29736,373101
29736,373102
29736,373103
29736,373104
29736,375422
29736,375423
29736,375424
29736,375425
54518,16298
54518,21993
54518,28754
54518,44428
54518,44429
54518,44430
54518,61684
54518,63073
54518,63723
54518,85896
54518,85897
54518,85899
54518,85900
54518,85901
54518,85902
54518,85903
54518,95895
54518,96575
54518,97079
54518,97080
291719,33689
291719,195177
291719,210072
291719,286584
291719,286585
291719,286586
291719,286587
291719,286588
291719,291718
291719,291720
291719,291721
291719,291722
291719,291723
291719,291724
291719,291725
291719,291726
291719,291727
291719,291728
291719,296899
291719,296900
291719,296901
291719,296902
291719,296951
291719,296952
291719,310999
151484,19584
151484,26729
151484,46185
151484,53209
151484,61886
151484,82717
151484,123127
151484,128043
151484,145185
151484,145186
151484,151483
151484,151485
151484,152200
151484,152201
151484,152202
151484,152203
151484,153562
151484,154819
151484,154820
151484,154821
322275,66898
322275,107248
322275,125859
322275,197205
322275,275083
322275,276046
322275,322268
322275,322269
322275,322270
322275,322271
322275,322272
322275,322273
322275,322274
322275,322276
322275,322277
322275,322278
322275,322279
322275,322280
322275,324544
322275,324545
322275,330094
20503,4496
20503,13076
20503,30815
20503,31470
20503,40108
20503,48525
20503,55885
20503,63227
20503,65957
20503,66095
20503,67024
20503,68242
20503,70089
20503,72210
20503,76323
20503,89910
20503,114253
20503,115457
20503,115586
20503,116246
20503,116555
20503,121117
20503,121742
20503,124395
20503,124411
20503,124535
20503,131740
20503,141841
20503,142076
20503,149143
20503,162943
20503,165355
20503,174700
20503,178333
20503,185173
20503,185919
20503,192103
20503,193651
20503,199059
20503,223457
20503,225902
20503,229756
20503,230620
20503,230621
20503,234780
20503,238302
20503,241405
20503,243564
20503,252697
20503,257012
20503,257018
20503,257019
20503,257020
20503,257021
20503,257023
20503,257533
20503,261762
20503,270050
20503,270519
20503,272552
20503,274213
20503,284923
20503,286303
20503,286304
20503,286305
20503,286306
20503,286307
20503,286308
20503,286309
20503,286310
20503,286311
20503,286312
20503,286313
20503,286314
20503,286315
20503,286316
20503,286317
20503,286318
20503,286319
20503,286320
20503,286321
20503,286322
20503,286323
20503,286324
20503,286325
20503,286326
20503,286327
20503,286328
20503,286339
20503,286340
20503,286341
20503,286342
20503,286343
20503,286344
20503,286345
20503,286346
20503,286347
20503,286348
20503,286349
20503,286350
20503,286351
20503,286352
20503,286353
20503,286354
20503,286355
20503,286356
20503,286357
20503,286358
20503,286359
20503,286360
20503,286397
20503,286509
20503,286510
20503,286511
20503,294935
20503,294936
20503,294937
20503,306215
20503,307088
20503,307089
20503,307090
20503,308943
20503,328201
20503,355563
20503,369080
20503,404632
20503,404660
20503,416144
20503,419693
20503,419694
319059,155638
319059,310201
319059,318536
319059,318566
319059,318567
319059,318568
319059,318569
319059,318570
319059,318571
319059,319056
319059,319057
319059,319058
319059,319060
319059,319061
319059,319062
319059,319063
319059,319064
319059,319065
319059,319066
319059,319067
319059,319068
319059,319069
319059,319170
319059,319171
319059,329097
319059,329098
319059,329099
319059,329100
319059,349073
319059,349074
319059,349075
319059,349076
286344,4496
286344,30815
286344,31470
286344,40108
286344,48525
286344,55885
286344,63227
286344,65957
286344,66095
286344,67024
286344,68242
286344,70089
286344,72210
286344,76323
286344,89910
286344,114253
286344,115457
286344,115586
286344,116246
286344,116555
286344,121117
286344,121742
286344,124395
286344,124535
286344,131740
286344,141841
286344,149143
286344,162943
286344,165355
286344,174700
286344,178333
286344,185173
286344,185919
286344,192103
286344,193651
286344,199059
286344,223457
286344,225902
286344,229756
286344,234780
286344,238302
286344,252697
286344,257012
286344,257018
286344,257020
286344,257021
286344,257023
286344,257533
286344,261762
286344,270050
286344,270519
286344,272552
286344,274213
286344,284923
286344,286303
286344,286304
286344,286305
286344,286306
286344,286307
286344,286308
286344,286309
286344,286310
286344,286311
286344,286312
286344,286313
286344,286314
286344,286315
286344,286316
286344,286317
286344,286318
286344,286319
286344,286320
286344,286321
286344,286322
286344,286323
286344,286324
286344,286325
286344,286326
286344,286327
286344,286328
286344,286339
286344,286340
286344,286341
286344,286342
286344,286343
286344,286345
286344,286346
286344,286347
286344,286348
286344,286349
286344,286350
286344,286351
286344,286352
286344,286353
286344,286354
286344,286355
286344,286356
286344,286357
286344,286358
286344,286359
286344,286360
286344,286397
286344,286509
286344,286511
286344,294935
286344,294936
286344,294937
286344,306215
286344,307088
286344,307089
286344,307090
286344,308943
34636,13593
34636,20080
34636,46963
34636,47936
34636,52650
34636,54401
34636,63992
34636,67138
34636,71216
34636,74350
34636,85178
34636,123310
34636,128364
34636,136962
34636,141460
34636,146168
34636,149060
34636,164945
34636,183031
34636,191132
34636,213045
34636,213105
34636,229738
327130,46988
327130,109015
327130,122485
327130,202540
327130,229668
327130,235977
327130,236500
327130,295635
327130,322249
327130,322250
327130,322251
327130,322252
327130,322253
327130,322254
327130,322255
327130,322256
327130,322257
327130,322258
327130,322259
327130,327126
327130,327127
327130,327128
327130,327129
327130,327131
327130,350578
327130,355056
403385,198995
403385,212767
403385,231521
403385,231525
403385,258689
403385,403383
403385,403386
403385,403387
403385,403388
403385,403389
403385,403390
403385,403391
403385,403392
403385,403393
403385,403394
403385,403395
403385,403396
403385,403397
403385,403398
403385,407335
403385,420336
403391,198995
403391,212767
403391,231521
403391,231525
403391,258689
403391,403383
403391,403386
403391,403387
403391,403388
403391,403389
403391,403390
403391,403392
403391,403393
403391,403394
403391,403395
403391,403396
403391,403397
403391,403398
403391,407335
403391,420336
288294,30207
288294,43755
288294,76105
288294,85022
288294,109015
288294,125859
288294,145921
288294,149528
288294,162165
288294,168005
288294,168007
288294,172273
288294,182983
288294,183285
288294,206634
288294,212122
288294,225557
288294,230759
288294,230761
288294,230762
288294,236316
288294,236386
288294,236387
288294,236388
288294,236389
288294,240601
288294,240607
288294,261466
288294,288130
288294,288297
288294,295633
288294,295635
288294,295636
288294,309179
288294,315218
288294,321417
288294,321633
288294,321634
288294,325593
288294,331038
288294,331188
403387,198995
403387,212767
403387,231521
403387,231525
403387,258689
403387,403383
403387,403386
403387,403388
403387,403389
403387,403390
403387,403392
403387,403393
403387,403394
403387,403395
403387,403396
403387,403397
403387,403398
403387,407335
403387,420336
318536,155638
318536,310201
318536,318566
318536,318567
318536,318568
318536,318569
318536,318570
318536,318571
318536,319056
318536,319057
318536,319058
318536,319060
318536,319061
318536,319062
318536,319063
318536,319064
318536,319065
318536,319066
318536,319067
318536,319068
318536,319069
318536,319170
318536,319171
318536,329097
318536,329098
318536,329099
318536,329100
318536,349073
318536,349074
318536,349075
318536,349076
365967,37514
365967,61101
365967,77110
365967,81928
365967,255130
365967,269589
365967,318278
365967,319599
365967,319600
365967,319601
365967,319602
365967,319604
365967,319605
365967,319606
365967,319608
365967,319610
365967,319611
365967,319612
365967,324845
365967,324846
365967,324847
365967,403740
365967,404463
365967,406685
365967,406686
70046,38868
70046,45479
70046,46911
70046,88014
70046,108199
70046,149082
70046,186584
70046,206843
70046,206844
70046,264741
70046,267078
70046,268351
70046,268853
70046,285122
70046,287629
70046,287630
70046,287631
70046,287633
70046,287635
70046,287636
70046,287637
70046,311768
70046,361523
70046,361524
70046,361525
70046,361526
70046,361527
70046,361528
70046,361529
70046,361530
70046,361531
70046,361532
224716,11786
224716,36740
224716,42442
224716,46098
224716,51230
224716,66404
224716,88276
224716,126312
224716,154084
224716,240172
224716,244271
224716,265144
224716,277388
224716,289024
224716,294716
224716,324090
224716,352540
224716,360753
224716,360755
224716,371875
224716,374242
224716,386715
224716,396384
224716,406281
224716,407992
224716,407993
224716,407994
224716,407995
224716,407996
236316,30207
236316,43755
236316,76105
236316,85022
236316,109015
236316,125859
236316,145921
236316,149528
236316,162165
236316,168005
236316,168007
236316,172273
236316,182983
236316,183285
236316,206634
236316,212122
236316,225557
236316,230759
236316,230761
236316,230762
236316,236386
236316,236387
236316,236388
236316,236389
236316,240607
236316,261466
236316,288130
236316,288297
236316,295633
236316,295635
236316,295636
236316,315218
236316,321417
236316,321633
236316,321634
236316,325593
236316,331038
236316,331188
230860,94832
230860,145921
230860,171557
230860,171558
230860,199304
230860,222094
230860,225557
230860,230861
230860,237726
230860,240601
230860,257309
230860,263408
230860,272397
230860,272398
230860,309177
230860,309178
230860,309179
230860,315218
230860,321633
230860,325591
230860,325593
230860,338125
230860,362641
230860,362642
230860,362643
230860,370799
230860,370800
230860,370801
230860,375088
230860,399157
10516,1442
10516,4913
10516,13076
10516,17393
10516,30925
10516,34877
10516,35249
10516,38868
10516,44646
10516,44729
10516,45479
10516,46911
10516,48047
10516,49246
10516,50458
10516,55155
10516,63241
10516,64673
10516,111307
10516,153885
10516,164465
10516,185262
10516,231983
10516,265003
10516,289748
10516,294284
10516,302242
10516,318972
10516,359819
10516,364570
10516,366743
10516,366744
10516,366745
10516,366746
141725,11323
141725,48294
141725,122116
141725,129484
141725,129485
141725,129486
141725,129487
141725,129632
141725,129635
141725,129637
141725,129640
141725,131317
141725,131318
141725,131319
141725,132010
141725,132011
141725,141723
141725,141724
141725,144037
108201,22973
108201,25689
108201,29824
108201,54232
108201,56290
108201,65720
108201,84411
108201,86466
108201,87687
108201,88989
108201,93483
108201,95008
108201,130303
108201,156355
108201,156591
108201,174411
108201,183031
108201,198976
108201,230268
108201,236390
108201,250426
108201,250734
108201,257699
108201,259597
108201,259598
108201,297968
108201,320932
108201,320933
108201,320934
108201,320935
108201,320936
108201,320937
108201,320938
108201,324065
108201,324066
207191,6980
207191,8889
207191,11552
207191,22159
207191,34053
207191,35196
207191,48463
207191,53039
207191,56036
207191,64021
207191,64910
207191,94501
207191,128657
207191,132735
207191,174220
207191,207190
207191,210451
207191,210783
207191,210784
293473,25908
293473,50788
293473,54219
293473,97516
293473,111933
293473,148458
293473,150348
293473,153340
293473,168702
293473,168705
293473,220414
293473,231143
293473,258411
293473,264515
293473,275758
293473,286914
293473,287692
293473,287693
293473,293474
293473,293475
293473,293476
293473,328283
293473,328284
293473,328285
287636,88014
287636,108199
287636,149082
287636,186584
287636,264741
287636,267078
287636,268853
287636,285122
287636,287629
287636,287630
287636,287631
287636,287633
287636,287635
287636,287637
287636,311768
287636,361523
287636,361524
287636,361525
287636,361526
287636,361527
287636,361528
287636,361529
287636,361530
287636,361531
287636,361532
360082,34074
360082,42596
360082,89987
360082,92793
360082,326844
360082,359180
360082,359181
360082,359182
360082,359183
360082,359184
360082,359328
360082,359329
360082,359330
360082,359331
360082,359332
360082,359333
360082,359334
360082,359450
360082,359451
360082,359452
360082,359453
360082,359801
360082,359802
360082,359803
360082,359804
360082,359805
360082,359806
360082,359807
360082,359808
360082,360076
360082,360077
360082,360078
360082,360079
360082,360080
360082,360081
360082,360083
360082,360084
360082,360085
360082,360086
360082,374560
360082,374743
360082,393845
360082,393846
329099,155638
329099,310201
329099,318566
329099,318567
329099,318568
329099,318569
329099,318570
329099,318571
329099,319056
329099,319057
329099,319058
329099,319060
329099,319061
329099,319062
329099,319063
329099,319064
329099,319065
329099,319066
329099,319067
329099,319068
329099,319069
329099,319170
329099,319171
329099,329097
329099,329098
329099,329100
329099,349073
329099,349074
329099,349075
329099,349076
204603,34838
204603,34839
204603,44415
204603,49445
204603,51916
204603,70926
204603,105295
