x,y,t
2893,18263,1457183622
2893,8133,1369045737
2893,6976,1369066466
2893,6094,1371109808
2893,6794,1372827744
2893,29555,1372846588
2893,2000,1442397145
2893,238,1374094138
2893,4614,1379080807
2893,1528,1379465692
2893,38434,1417620413
2893,778,1383187103
2893,39487,1384355754
2893,39421,1384356495
2893,4832,1384356650
2893,22599,1384368009
2893,15129,1384372368
2893,1888,1386346404
2893,5371,1386517001
2893,3473,1395075970
2893,3032,1395843812
2893,3902,1406104242
2893,12705,1409338995
2893,22,1420358982
2893,21684,1430528234
2893,66044,1433710310
2893,1492,1441804460
2893,25028,1440156382
2893,12617,1441529343
2893,33039,1443086863
2893,7206,1442437182
2893,20787,1442794414
2893,20597,1443088620
2893,1532,1443702021
2893,6950,1449795415
2893,6518,1454574126
2893,14450,1454577253
2893,40297,1454592352
2893,6818,1455092801
2893,391,1457236940
2893,13268,1457243232
3922,1465,1386277213
3922,2874,1265987213
3922,3969,1266021691
3922,1573,1452850165
3922,1441,1381122713
3922,4354,1272423556
3922,66,1265983266
3922,2051,1271079037
3922,3959,1288494936
3922,1149,1288625967
3922,3684,1288852627
3922,4008,1289169036
3922,6481,1291694796
3922,9928,1300860066
3922,430,1302583597
3922,3874,1302590335
3922,297,1326319992
3922,1463,1314987447
3922,6666,1326323703
3922,18050,1328264946
3922,3502,1328578527
3922,19071,1336400761
3922,20787,1339628945
3922,20186,1386905557
3922,14515,1386963769
3922,1345,1392727378
3922,55893,1431724944
3922,350,1270014250
3922,956,1266016191
3922,23571,1266018459
3922,78,1270024270
3922,763,1288495157
3922,2356,1270017038
3922,4658,1270018160
3922,3995,1271722841
3922,1916,1288493136
3922,8212,1288494034
3922,4231,1288499107
3922,1993,1300861914
3922,8473,1328351588
3922,14167,1328573264
3922,15743,1329443024
3922,21123,1339644466
3922,11142,1346895554
3922,14094,1346909808
3922,2318,1349231858
3922,27381,1350670119
3922,40297,1386275209
3546,2160,1264493196
3546,2318,1267972156
3546,4042,1279328503
3546,1462,1268275282
3546,1851,1277043339
3546,707,1268494724
3546,19475,1268496090
3546,317,1313215391
3546,437,1268538245
3546,2467,1280453767
3546,2356,1272919497
3546,1123,1268568864
3546,1587,1290257424
3546,1645,1268655109
3546,2330,1268962461
3546,3753,1268968394
3546,4928,1270438505
3546,5136,1270511889
3546,2123,1273233461
3546,65,1278506466
3546,3272,1281096602
3546,102,1279064756
3546,1106,1311553838
3546,3077,1310892178
3546,382,1271391213
3546,1340,1272175315
3546,4991,1272375702
3546,45,1273233670
3546,2039,1403881401
3546,1532,1283668785
3546,5660,1272808678
3546,36108,1275543920
3546,1459,1291697256
3546,622,1281762256
3546,913,1273198863
3546,1234,1278434849
3546,3475,1274312322
3546,307,1274539502
3546,1320,1279544392
3546,462,1274855799
3546,3346,1275014929
3546,4528,1275035054
3546,461,1286155913
3546,4054,1275328188
3546,343,1318259313
3546,5740,1280636203
3546,6590,1275965704
3546,5970,1287110559
3546,1353,1292357504
3546,3106,1378761555
3546,299,1276824533
3546,6316,1278926204
3546,6903,1276934968
3546,6131,1286579658
3546,1050,1308837528
3546,7005,1277372726
3546,4,1277461577
3546,5869,1277562195
3546,1946,1303100384
3546,6773,1277279124
3546,2391,1278144213
3546,1176,1278379461
3546,454,1279271663
3546,2938,1282621887
3546,3701,1286540605
3546,7534,1279033460
3546,7607,1279674613
3546,613,1309151067
3546,3324,1279195055
3546,5094,1279688992
3546,7325,1279325491
3546,344,1279348352
3546,7780,1279674398
3546,3849,1279933458
3546,797,1280069364
3546,7626,1280400470
3546,8037,1280481421
3546,6836,1280553413
3546,2482,1280599349
3546,6307,1280714078
3546,8786,1283607175
3546,1663,1283669371
3546,6953,1285819269
3546,1450,1292985939
3546,22,1279033577
3546,3634,1286251497
3546,6794,1301527360
3546,2841,1286258469
3546,3502,1286287712
3546,4790,1280155639
3546,9404,1287999017
3546,1465,1286668357
3546,10118,1287327284
3546,5375,1287402399
3546,9305,1287470651
3546,10946,1290250884
3546,2807,1307772816
3546,2926,1323062159
3546,6976,1308139855
3546,14969,1320791979
3546,14447,1325134817
3546,3777,1268276640
3546,763,1315983638
3546,121,1292684754
3546,733,1268970344
3546,2146,1268510476
3546,2196,1273233399
3546,1049,1268579617
3546,4198,1268591586
3546,802,1268982487
3546,2530,1284359692
3546,1969,1269751719
3546,375,1268970469
3546,143,1288265133
3546,3723,1269005901
3546,1149,1303522669
3546,1392,1268993928
3546,360,1272876766
3546,2233,1270434092
3546,4354,1269224072
3546,2171,1269345601
3546,1826,1285484167
3546,2028,1269516156
3546,4304,1272865727
3546,2047,1278427098
3546,49,1332688035
3546,310,1269574587
3546,350,1269593630
3546,838,1273581453
3546,1177,1269594800
3546,370,1269594831
3546,83,1279642252
3546,1168,1269595031
3546,1335,1273234124
3546,3684,1278425976
3546,935,1307328190
3546,4281,1307772664
3546,394,1279190607
3546,2693,1269751516
3546,25,1269752513
3546,2290,1269857204
3546,362,1270210461
3546,828,1275031202
3546,262,1304046380
3546,3041,1270428119
3546,3375,1270621903
3546,577,1279926718
3546,1358,1278150214
3546,158,1270702173
3546,2554,1270716023
3546,2901,1270729409
3546,2833,1270730090
3546,2149,1287350342
3546,435,1271129053
3546,4520,1271129706
3546,1119,1291565265
3546,349,1273275620
3546,2089,1271150810
3546,3993,1271218543
3546,5281,1271292033
3546,348,1276147366
3546,3948,1303726962
3546,5316,1271390980
3546,4832,1288316932
3546,3,1280108170
3546,78,1286265635
3546,136,1273833646
3546,296,1271762674
3546,1310,1271831013
3546,1109,1271983364
3546,972,1271983468
3546,1044,1272000252
3546,1245,1272066050
3546,1186,1272597748
3546,14672,1274273799
3546,290,1290436133
3546,1,1290049060
3546,2508,1272440046
3546,4362,1310167085
3546,1618,1272626776
3546,35575,1272808923
3546,3161,1272808783
3546,4367,1272901326
3546,4910,1272901624
3546,1384,1273119634
3546,3376,1275894511
3546,717,1278835265
3546,5340,1273082530
3546,1590,1273103799
3546,4231,1280755002
3546,2666,1276333197
3546,4400,1273232675
3546,2165,1273233589
3546,1672,1273233765
3546,956,1274702784
3546,1437,1273234649
3546,3308,1273275423
3546,532,1278669833
3546,5072,1303704660
3546,1233,1276564274
3546,3759,1273786356
3546,3040,1274176535
3546,6209,1274522610
3546,4180,1274611539
3546,5706,1274702359
3546,2620,1274865414
3546,1266,1313199025
3546,2788,1275111649
3546,429,1275452202
3546,2051,1286479809
3546,1143,1275452138
3546,1622,1279509980
3546,3154,1275544193
3546,1256,1275625883
3546,5360,1275644960
3546,5732,1275693164
3546,766,1310188149
3546,1446,1275742435
3546,3304,1275743028
3546,5952,1275750347
3546,6626,1275907784
3546,3959,1275967910
3546,6545,1280756369
3546,6522,1275972904
3546,3623,1276080007
3546,4170,1301889144
3546,1306,1276600077
3546,6153,1290306266
3546,4002,1276599925
3546,2947,1279361119
3546,451,1311332899
3546,1355,1281606395
3546,3329,1276764259
3546,436,1276825938
3546,5860,1276971014
3546,4658,1277284159
3546,391,1279338628
3546,3528,1276958777
3546,5371,1301887282
3546,2678,1277012192
3546,3205,1277043194
3546,2312,1277263116
3546,4155,1277303704
3546,1610,1277346261
3546,5175,1277375494
3546,3710,1277432788
3546,412,1277433052
3546,4213,1282621938
3546,491,1277795701
3546,4953,1278036295
3546,238,1278044559
3546,35357,1278078475
3546,6531,1278133123
3546,6349,1278133447
3546,2757,1278160231
3546,7311,1286702088
3546,2906,1278235920
3546,824,1278319012
3546,2273,1278354685
3546,303,1278496686
3546,135,1278505895
3546,7361,1278506565
3546,5372,1278546516
3546,1573,1278669672
3546,3635,1278814278
3546,6950,1279065213
3546,2857,1278825832
3546,7392,1278833449
3546,4842,1307110716
3546,4241,1278917502
3546,6716,1278903826
3546,7466,1278907559
3546,7514,1278988969
3546,6357,1279247737
3546,1547,1279248931
3546,7262,1279325586
3546,2874,1280755265
3546,6651,1280662914
3546,7726,1279530216
3546,35833,1309288167
3546,2784,1279545000
3546,5506,1279723414
3546,6485,1279927080
3546,4961,1280453303
3546,1409,1280482206
3546,1407,1280551037
3546,8061,1280573779
3546,3988,1280632269
3546,1483,1312004032
3546,7743,1280713772
3546,7507,1280750152
3546,2821,1281100273
3546,3927,1281185715
3546,1464,1281101499
3546,5690,1281137279
3546,5267,1281187541
3546,2294,1281189241
3546,5640,1281232818
3546,8232,1281241256
3546,324,1281606272
3546,6515,1281678852
3546,4144,1281678506
3546,8212,1287077240
3546,6856,1283905991
3546,2604,1282645250
3546,6936,1283670222
3546,402,1284262900
3546,9114,1284690990
3546,35416,1292506241
3546,6101,1285631621
3546,51,1286669819
3546,8739,1285745831
3546,431,1285985253
3546,9068,1286088625
3546,8676,1286701527
3546,9927,1286774709
3546,8799,1287369406
3546,9035,1287466968
3546,4544,1287573282
3546,5795,1287707854
3546,10095,1287799484
3546,10073,1288010652
3546,1096,1288238242
3546,4542,1290216452
3546,492,1290216885
3546,3901,1290251750
3546,5751,1290306341
3546,11053,1290603329
3546,7206,1290664846
3546,1131,1290673900
3546,493,1290953996
3546,10729,1291011628
3546,4100,1291424996
3546,6013,1291871373
3546,2082,1292353295
3546,8050,1292393020
3546,11445,1295957549
3546,2733,1300923499
3546,6751,1301887357
3546,9449,1305274428
3546,6355,1303522594
3546,302,1306391783
3546,1047,1306721526
3546,14497,1307182721
3546,6249,1310187354
3546,10867,1313229843
3546,1246,1311220733
3546,9310,1325483654
3546,14551,1313198850
3546,7721,1316407146
3546,7193,1323086088
3546,750,1326293235
3546,3509,1326631543
3546,14167,1329299194
3546,12617,1329777167
3546,22051,1337267576
3546,12482,1342267274
3546,6822,1342267361
3546,19949,1353244066
3546,2415,1399070500
3546,30081,1405178020
3546,20948,1405855234
3546,34575,1438123960
22146,22052,1331842213
22146,2554,1331863364
22146,11926,1335672532
22146,12205,1336234218
22146,763,1331785813
22146,3684,1338473850
22146,519,1336137119
22146,2290,1339830329
22146,2821,1338465046
22146,15503,1338481540
22146,21724,1338511378
22146,3324,1339829586
22131,10605,1390382285
22131,20781,1332433459
22131,7721,1440972482
22131,49,1455627822
22131,4528,1417142821
22131,6794,1380243503
22131,2000,1421941429
22131,8133,1348453870
22131,9091,1350063570
22131,10265,1351205056
22131,6849,1352771943
22131,31864,1362275094
22131,14497,1452789915
22131,5274,1364663814
22131,8103,1365100172
22131,20233,1440807435
22131,381,1374336813
22131,11260,1378836583
22131,586,1378838814
22131,25122,1433973359
22131,11640,1440695101
22131,1916,1381417091
22131,3545,1390361934
22131,4600,1393038611
22131,47294,1393112770
22131,33804,1394165847
22131,24703,1398632056
22131,40883,1399624316
22131,6779,1399595121
22131,40023,1400791343
22131,41291,1437235404
22131,56921,1408295787
22131,20838,1408638864
22131,36688,1446127209
22131,12547,1414702444
22131,26591,1423459406
22131,18238,1419988646
22131,24078,1419153539
22131,14111,1444321347
22131,19593,1426667812
22131,6129,1429031597
22131,34256,1429286310
22131,8106,1431010817
22131,8628,1432750441
22131,46290,1444240927
22131,34538,1433804347
22131,68742,1437231355
22131,10110,1437691386
22131,16702,1436900425
22131,1946,1455659154
22131,69037,1444248590
22131,42440,1439580319
22131,2926,1439609505
22131,77923,1440101399
22131,22191,1441713463
22131,16639,1440686840
22131,21907,1441995870
22131,41970,1443473719
22131,5690,1445468766
22131,58682,1456510461
22131,24611,1447263033
22131,84390,1455395910
22131,78,1455591236
22131,1291,1457020530
22131,2841,1421692338
22131,12705,1429032357
22131,1176,1390843259
22131,4177,1439546594
22131,1355,1338874384
22131,763,1456525502
22131,17503,1348583628
22131,18060,1352772203
22131,29935,1355536708
22131,4149,1365999858
22131,22002,1370273115
22131,290,1370443285
22131,22277,1381355106
22131,2811,1383009300
22131,10696,1384415259
22131,1441,1387490483
22131,22781,1389297130
22131,45570,1389993119
22131,21051,1416526885
22131,7341,1389992800
22131,29625,1400685281
22131,62675,1401952155
22131,54756,1404859297
22131,1261,1408386155
22131,1841,1413470809
22131,50846,1413574378
22131,437,1413672260
22131,402,1413744176
22131,11771,1413932430
22131,2664,1416032756
22131,2503,1417138303
22131,9947,1417114065
22131,58628,1417472122
22131,11115,1418777291
22131,1409,1419987743
22131,24953,1425433143
22131,43108,1425528079
22131,3041,1429109992
22131,13767,1430404931
22131,3324,1432177792
22131,30790,1433212985
22131,10368,1433215480
22131,44143,1434008385
22131,18943,1449913293
22131,75,1438973771
22131,42302,1437501349
22131,16678,1438709355
22131,297,1445878779
22131,7206,1438974485
22131,351,1439868601
22131,63877,1440117679
22131,11142,1440801557
22131,8508,1440950653
22131,1058,1441221535
22131,41953,1441288480
22131,25510,1441656857
22131,7410,1441922353
22131,51164,1441911108
22131,48839,1446160140
22131,26080,1443543183
22131,778,1443663306
22131,35353,1444067791
22131,2273,1444109833
22131,19949,1444502778
22131,2733,1444677071
22131,5810,1444843895
22131,38085,1446054627
22131,10007,1446229350
22131,14094,1447266180
22131,78588,1447356794
22131,39421,1449103765
22131,13360,1453934814
1273,391,1275187033
1273,436,1276290057
1273,1149,1279671683
1273,468,1368960730
1273,4054,1421681304
1273,1171,1275206393
1273,1946,1275354207
1273,3314,1276897295
1273,5740,1277172747
1273,17778,1335469013
1273,29883,1355417664
1273,29730,1367350973
1273,18238,1427575226
1273,3272,1430734654
1273,8345,1430736093
1273,11084,1435986766
2267,2106,1259863603
2267,1246,1259897005
2267,3503,1313449450
2267,8419,1313449930
2267,3077,1336797036
2267,7709,1336795592
2267,23104,1336796432
2267,10744,1337231414
2267,9068,1337243558
2267,4,1314227792
2267,21254,1336828339
2267,14094,1372134014
7402,12481,1434281423
7402,12489,1364317762
7402,1483,1332894242
7402,21800,1333508055
7402,37646,1335017028
7402,20746,1336961773
7402,2865,1338242151
7402,23388,1338588552
7402,16033,1341253873
7402,1162,1343177975
7402,25386,1343731529
7402,27381,1351878689
7402,25094,1352931038
7402,25947,1355679480
7402,10446,1355617873
7402,30015,1355795403
7402,5420,1358342630
7402,32660,1373253579
7402,29961,1391868534
7402,13625,1381087261
7402,18286,1392849759
7402,41291,1396573045
7402,10980,1405966721
7402,48826,1410810317
7402,41060,1412559144
7402,11919,1417926215
7402,6756,1418781756
7402,9924,1422244665
7402,32389,1439304320
7402,56553,1442281262
7402,24611,1449465380
7402,454,1343012142
7402,16008,1337958000
7402,36814,1338691589
7402,21051,1342143192
7402,8153,1342148610
7402,15629,1443294727
7402,10400,1391975736
7402,7458,1344887828
7402,25510,1344902429
7402,8430,1392856325
7402,9849,1352606983
7402,1131,1352664684
7402,586,1355906464
7402,29783,1357442999
7402,35959,1373213450
7402,4661,1373223122
7402,10366,1392742621
7402,36904,1393388887
7402,38620,1414463304
7402,12976,1417897956
7402,8410,1421379757
7402,10898,1421728871
7402,20782,1426468525
7402,36721,1430793996
7402,4177,1431413759
7402,1898,1439001055
7402,47958,1442074002
7402,7092,1446794776
7402,13650,1446871624
7402,29697,1446888674
7402,40381,1455136322
7402,50846,1455249220
4477,66,1268544406
4477,3710,1268698470
4477,4231,1268702979
4477,4653,1268718880
4477,290,1445563404
4477,2807,1279026902
4477,4213,1282003043
4477,7869,1281983265
