x,y,t
639,539,1355356800
306,539,1355270400
804,539,1372204800
79,539,1355356800
173,539,1363910400
431,539,1357430400
1279,539,1366675200
1011,539,1372032000
1136,539,1355875200
621,539,1358553600
827,539,1355184000
919,539,1356480000
1087,539,1359072000
624,539,1356912000
252,539,1355616000
405,539,1355184000
300,539,1382227200
982,539,1356998400
726,539,1358208000
992,539,1355529600
276,539,1381622400
543,539,1357689600
1234,539,1359244800
33,539,1388361600
1174,539,1358380800
370,539,1355356800
829,539,1360627200
549,539,1356307200
947,539,1361145600
1274,539,1373068800
657,539,1366588800
586,539,1357776000
1070,539,1355702400
218,539,1371081600
522,539,1355702400
275,539,1388188800
735,539,1387929600
167,539,1355356800
232,539,1378857600
578,628,1383609600
365,628,1394496000
689,628,1393545600
1086,628,1383782400
1045,628,1383696000
1154,628,1383955200
1049,628,1383696000
986,628,1396310400
1152,628,1383004800
997,628,1393632000
698,628,1395360000
962,628,1385337600
131,628,1383177600
145,628,1383609600
180,628,1392854400
833,628,1388880000
561,628,1383091200
255,628,1383004800
151,628,1384819200
1078,628,1383264000
1145,628,1384732800
1259,628,1383782400
1055,628,1385337600
891,628,1383177600
1018,628,1383264000
939,628,1393804800
1279,628,1383091200
971,628,1400630400
1114,628,1383782400
1171,628,1383177600
470,628,1383004800
496,628,1389398400
1057,628,1393718400
640,628,1383091200
376,628,1383091200
217,628,1383004800
393,628,1383004800
16,628,1394150400
922,628,1393200000
992,628,1385251200
1205,628,1393891200
33,628,1388966400
935,628,1389571200
781,628,1398211200
1105,628,1394841600
806,628,1393632000
307,628,1383264000
49,628,1393200000
1189,628,1397174400
586,628,1393804800
720,628,1383264000
584,628,1402617600
275,628,1386806400
735,628,1383350400
236,628,1383350400
448,628,1401321600
417,628,1383523200
321,628,1392681600
403,628,1393545600
232,628,1388275200
365,290,1385856000
210,290,1388448000
45,290,1386460800
689,290,1396396800
204,290,1385769600
1064,290,1388188800
475,290,1386201600
1267,290,1386028800
911,290,1389484800
712,290,1385769600
436,290,1392508800
1112,290,1386115200
698,290,1387756800
150,290,1392163200
518,290,1386288000
1275,290,1385424000
351,290,1385596800
513,290,1385683200
1068,290,1385942400
160,290,1395100800
618,290,1394496000
1250,290,1390348800
702,290,1385424000
676,290,1386720000
791,290,1394236800
899,290,1388707200
939,290,1393804800
523,290,1388620800
68,290,1388016000
938,290,1386460800
930,290,1391040000
598,290,1401062400
1132,290,1391126400
526,290,1386460800
437,290,1385424000
634,290,1387497600
892,290,1394323200
1153,290,1392768000
259,290,1387152000
1000,290,1389484800
992,290,1386201600
1115,290,1388707200
1213,290,1389657600
511,290,1390780800
1209,290,1390780800
1174,290,1390953600
292,290,1385424000
390,290,1386028800
542,290,1388361600
114,290,1386028800
369,290,1385683200
517,290,1390780800
1116,290,1388102400
294,290,1386633600
170,290,1385424000
1199,290,1386115200
817,290,1385424000
993,290,1401753600
296,290,1386460800
1036,290,1388966400
1253,290,1388361600
584,290,1391472000
534,290,1385424000
417,290,1387497600
907,290,1392854400
1104,290,1386806400
731,290,1388707200
210,669,1393718400
45,669,1393286400
1064,669,1394668800
475,669,1393286400
1267,669,1393286400
911,669,1393545600
518,669,1394236800
521,669,1393372800
351,669,1393632000
513,669,1393459200
1250,669,1393372800
702,669,1393372800
758,669,1393372800
791,669,1394668800
939,669,1393804800
523,669,1399334400
238,669,1394755200
15,669,1393632000
1132,669,1393632000
437,669,1393891200
880,669,1393459200
892,669,1394928000
992,669,1393632000
356,669,1394582400
1115,669,1401321600
1210,669,1397520000
1213,669,1393459200
1209,669,1393632000
1174,669,1400371200
292,669,1393286400
390,669,1393286400
369,669,1393286400
517,669,1393804800
1036,669,1393718400
1253,669,1394409600
417,669,1393545600
907,669,1394323200
232,669,1398038400
298,1172,1353456000
122,1172,1351382400
210,1172,1372982400
723,1172,1352246400
1060,1172,1379203200
768,1172,1373241600
31,1172,1373328000
161,1172,1352937600
204,1172,1351209600
1103,1172,1355270400
1221,1172,1398297600
819,1172,1351900800
953,1172,1399680000
475,1172,1350345600
1203,1172,1356393600
859,1172,1353283200
133,1172,1353974400
915,1172,1355529600
994,1172,1350259200
911,1172,1357084800
234,1172,1351382400
436,1172,1355961600
1112,1172,1379635200
1066,1172,1399075200
959,1172,1384560000
10,1172,1350518400
1017,1172,1374710400
879,1172,1364688000
91,1172,1351036800
1179,1172,1350518400
473,1172,1358640000
505,1172,1359331200
1084,1172,1354579200
1218,1172,1350777600
178,1172,1358467200
1137,1172,1351296000
648,1172,1399161600
107,1172,1351036800
619,1172,1355443200
937,1172,1402099200
1161,1172,1350259200
1098,1172,1361750400
946,1172,1374364800
404,1172,1350691200
804,1172,1373155200
893,1172,1351555200
336,1172,1400457600
173,1172,1364169600
431,1172,1350777600
971,1172,1350777600
650,1172,1357516800
47,1172,1356048000
136,1172,1369008000
1114,1172,1381881600
877,1172,1362441600
692,1172,1379462400
352,1172,1372464000
22,1172,1353715200
719,1172,1361318400
936,1172,1350604800
906,1172,1386460800
1057,1172,1359331200
697,1172,1350864000
739,1172,1361664000
405,1172,1351468800
883,1172,1355270400
6,1172,1350259200
1038,1172,1382400000
671,1172,1400284800
300,1172,1382227200
293,1172,1397088000
265,1172,1380499200
982,1172,1353628800
726,1172,1366329600
483,1172,1370736000
976,1172,1354924800
1216,1172,1374278400
922,1172,1385856000
629,1172,1373673600
1165,1172,1380931200
912,1172,1363046400
654,1172,1364774400
1205,1172,1397779200
928,1172,1350518400
838,1172,1350604800
948,1172,1358553600
684,1172,1382140800
1213,1172,1386028800
329,1172,1350604800
67,1172,1354838400
488,1172,1370563200
818,1172,1353110400
542,1172,1365724800
566,1172,1366329600
683,1172,1369699200
995,1172,1373155200
1116,1172,1373932800
852,1172,1350345600
307,1172,1374105600
659,1172,1373155200
197,1172,1373673600
707,1172,1398816000
170,1172,1351296000
993,1172,1371772800
522,1172,1356393600
584,1172,1358553600
417,1172,1366588800
1107,1172,1365638400
92,1172,1361491200
167,1172,1351382400
790,1172,1377302400
985,1172,1356566400
210,1280,1372982400
768,1280,1383696000
31,1280,1374278400
469,1280,1376352000
1060,1280,1379548800
1203,1280,1372032000
859,1280,1379808000
447,1280,1373673600
1017,1280,1381536000
1191,1280,1373068800
879,1280,1370908800
1163,1280,1372204800
1218,1280,1370476800
107,1280,1370476800
825,1280,1370563200
273,1280,1372291200
1259,1280,1371513600
1228,1280,1370304000
667,1280,1389830400
786,1280,1392768000
1239,1280,1370304000
1114,1280,1382227200
877,1280,1372464000
719,1280,1372032000
857,1280,1379030400
526,1280,1372636800
285,1280,1370304000
634,1280,1372550400
6,1280,1371513600
1038,1280,1382486400
16,1280,1372723200
483,1280,1371168000
1216,1280,1374278400
922,1280,1385856000
992,1280,1371945600
912,1280,1372809600
1234,1280,1378425600
1281,1280,1385078400
488,1280,1370563200
542,1280,1374710400
806,1280,1372377600
995,1280,1377820800
1116,1280,1374019200
307,1280,1374192000
170,1280,1372204800
275,1280,1388188800
735,1280,1373328000
417,1280,1372118400
1107,1280,1370304000
567,1280,1371340800
985,1280,1376352000
232,1280,1379116800
23,508,1369180800
1086,508,1373241600
1202,508,1369094400
689,508,1387065600
679,508,1377129600
774,508,1374883200
258,508,1394668800
77,508,1369526400
436,508,1373068800
402,508,1369094400
131,508,1369094400
145,508,1369353600
102,508,1369440000
833,508,1379548800
389,508,1369526400
1163,508,1370131200
373,508,1384732800
700,508,1387497600
255,508,1369094400
1096,508,1369267200
260,508,1369094400
618,508,1387584000
1145,508,1369094400
1259,508,1369353600
667,508,1369180800
639,508,1369872000
346,508,1382054400
1231,508,1379548800
891,508,1369267200
782,508,1369440000
173,508,1369094400
253,508,1386028800
1046,508,1369267200
896,508,1371859200
636,508,1370217600
1114,508,1369180800
1136,508,1369612800
1171,508,1369094400
326,508,1388448000
919,508,1371513600
970,508,1373414400
293,508,1369353600
982,508,1369267200
347,508,1385164800
606,508,1369267200
276,508,1385769600
543,508,1371254400
954,508,1369872000
33,508,1371427200
419,508,1369699200
935,508,1369699200
114,508,1369612800
968,508,1379808000
1180,508,1369440000
806,508,1372118400
1204,508,1369612800
307,508,1369267200
659,508,1369267200
98,508,1389312000
1189,508,1369785600
1070,508,1370736000
720,508,1369267200
275,508,1388188800
236,508,1369353600
534,508,1370131200
567,508,1378598400
578,538,1362528000
999,538,1362441600
536,538,1364774400
582,538,1387929600
25,538,1385769600
210,538,1363132800
23,538,1362009600
1056,538,1362960000
469,538,1363651200
1150,538,1391385600
31,538,1365292800
776,538,1365033600
1202,538,1366329600
615,538,1364774400
1060,538,1362787200
1232,538,1363651200
453,538,1364083200
727,538,1362700800
1064,538,1362873600
66,538,1362528000
1221,538,1363824000
475,538,1363219200
1203,538,1362268800
312,538,1364774400
133,538,1365465600
932,538,1362873600
476,538,1365638400
77,538,1362614400
994,538,1362096000
316,538,1364083200
322,538,1366588800
234,538,1362787200
80,538,1363219200
872,538,1362441600
986,538,1363478400
913,538,1374278400
1152,538,1362873600
313,538,1362873600
447,538,1363219200
436,538,1366070400
978,538,1363996800
402,538,1364774400
962,538,1362096000
1066,538,1389398400
140,538,1362268800
1198,538,1363996800
478,538,1364860800
959,538,1382918400
1275,538,1383177600
844,538,1387065600
1017,538,1362009600
577,538,1372982400
474,538,1362441600
879,538,1362355200
102,538,1377129600
180,538,1362096000
951,538,1362787200
833,538,1399248000
1179,538,1365811200
510,538,1362182400
505,538,1362528000
1084,538,1362441600
513,538,1362355200
1137,538,1363305600
373,538,1381795200
297,538,1376092800
1131,538,1363478400
138,538,1373673600
48,538,1364256000
107,538,1364169600
730,538,1362614400
825,538,1362528000
662,538,1362960000
1162,538,1372809600
160,538,1390348800
675,538,1365120000
619,538,1362268800
504,538,1368057600
1145,538,1363478400
1259,538,1363824000
771,538,1368316800
1228,538,1362096000
965,538,1381276800
702,538,1363478400
186,538,1362355200
306,538,1361923200
1098,538,1378857600
946,538,1374364800
334,538,1383696000
1241,538,1375833600
404,538,1362182400
1231,538,1375228800
428,538,1363305600
1214,538,1362009600
694,538,1363132800
914,538,1364601600
789,538,1364256000
1018,538,1362096000
173,538,1362528000
96,538,1362614400
239,538,1362009600
1046,538,1362614400
559,538,1363305600
636,538,1370217600
523,538,1367539200
1279,538,1385510400
751,538,1389830400
406,538,1362355200
650,538,1362873600
47,538,1362700800
1011,538,1371600000
136,538,1365120000
877,538,1362873600
1136,538,1377907200
692,538,1379721600
196,538,1391299200
315,538,1363824000
805,538,1362960000
332,538,1389139200
719,538,1363392000
1005,538,1396137600
558,538,1362182400
930,538,1362960000
598,538,1363996800
94,538,1365638400
358,538,1391817600
496,538,1363996800
1027,538,1364688000
906,538,1386201600
761,538,1366329600
326,538,1376179200
90,538,1378944000
37,538,1363132800
1220,538,1393632000
1057,538,1365984000
699,538,1364169600
823,538,1367020800
317,538,1366848000
302,538,1362528000
541,538,1368921600
28,538,1366848000
202,538,1362182400
739,538,1363305600
199,538,1362614400
1039,538,1377388800
1106,538,1366761600
634,538,1362182400
883,538,1364256000
755,538,1362009600
752,538,1362268800
443,538,1390089600
583,538,1362787200
38,538,1362182400
970,538,1362528000
671,538,1398470400
874,538,1363824000
594,538,1363478400
393,538,1362096000
293,538,1363132800
16,538,1366070400
982,538,1362700800
726,538,1362614400
483,538,1366243200
661,538,1369699200
976,538,1382054400
922,538,1385856000
629,538,1362614400
1264,538,1390780800
1165,538,1363392000
729,538,1363564800
992,538,1369008000
912,538,1368921600
1227,538,1362700800
606,538,1362096000
543,538,1362787200
770,538,1370822400
1210,538,1365811200
1138,538,1362873600
1266,538,1381708800
838,538,1362009600
948,538,1364083200
665,538,1362441600
1174,538,1366416000
488,538,1362441600
818,538,1363046400
894,538,1385942400
935,538,1372291200
370,538,1364947200
829,538,1365724800
542,538,1368748800
781,538,1362096000
515,538,1365033600
968,538,1379808000
1146,538,1363651200
806,538,1374969600
995,538,1373846400
947,538,1362355200
532,538,1363564800
1236,538,1362268800
1274,538,1364860800
197,538,1363737600
250,538,1363392000
1059,538,1363824000
871,538,1381190400
170,538,1362960000
817,538,1364860800
993,538,1366156800
657,538,1362614400
708,538,1365984000
1036,538,1362787200
1020,538,1362960000
824,538,1370476800
534,538,1372723200
417,538,1363996800
843,538,1362614400
1107,538,1362700800
907,538,1395878400
92,538,1362355200
384,538,1377043200
985,538,1363305600
689,337,1391558400
1232,337,1391644800
1045,337,1392595200
475,337,1400025600
1203,337,1392076800
832,337,1392249600
859,337,1392076800
915,337,1391817600
962,337,1391644800
959,337,1403481600
518,337,1401926400
1275,337,1391472000
102,337,1391472000
1140,337,1391472000
839,337,1392681600
160,337,1392508800
1145,337,1395014400
965,337,1393632000
306,337,1394582400
1134,337,1391817600
694,337,1404691200
588,337,1395100800
1239,337,1392508800
595,337,1391472000
863,337,1395619200
1173,337,1391817600
692,337,1392336000
196,337,1391558400
1005,337,1392336000
470,337,1391558400
358,337,1391990400
761,337,1391644800
326,337,1391644800
90,337,1395705600
376,337,1391472000
441,337,1392336000
634,337,1391644800
967,337,1392163200
1153,337,1392768000
443,337,1391990400
1038,337,1391644800
259,337,1400457600
293,337,1400198400
16,337,1392768000
976,337,1391990400
1216,337,1391731200
922,337,1391472000
1000,337,1391472000
992,337,1391904000
185,337,1391731200
649,337,1399420800
528,337,1392249600
250,337,1391731200
993,337,1391990400
809,337,1391644800
275,337,1391558400
735,337,1393286400
534,337,1391731200
417,337,1392163200
1107,337,1394323200
92,337,1392076800
985,337,1393286400
298,1183,1385251200
365,1183,1391644800
725,1183,1379462400
25,1183,1382572800
210,1183,1379548800
1045,1183,1391558400
873,1183,1398902400
932,1183,1381363200
222,1183,1379462400
994,1183,1379376000
322,1183,1379462400
911,1183,1380844800
436,1183,1386288000
962,1183,1383091200
1275,1183,1381104000
216,1183,1386374400
180,1183,1380758400
988,1183,1386720000
505,1183,1402876800
792,1183,1384905600
513,1183,1379808000
786,1183,1384473600
605,1183,1379721600
184,1183,1380153600
961,1183,1392422400
759,1183,1383782400
523,1183,1382918400
47,1183,1380931200
938,1183,1384646400
75,1183,1379548800
930,1183,1393545600
470,1183,1385510400
906,1183,1383004800
827,1183,1379376000
526,1183,1380326400
500,1183,1381968000
1087,1183,1379980800
441,1183,1379548800
883,1183,1382400000
603,1183,1380067200
671,1183,1398470400
976,1183,1379894400
333,1183,1379376000
928,1183,1383091200
63,1183,1383523200
511,1183,1379894400
20,1183,1382400000
1174,1183,1382572800
135,1183,1380499200
1024,1183,1380067200
390,1183,1379462400
1105,1183,1379894400
806,1183,1379376000
995,1183,1379548800
1204,1183,1379635200
1283,1183,1380067200
250,1183,1383264000
424,1183,1380672000
817,1183,1379894400
1189,1183,1380412800
824,1183,1379376000
434,851,1379980800
1060,851,1379289600
475,851,1379289600
1017,851,1376611200
1191,851,1394755200
1163,851,1384646400
473,851,1390176000
1218,851,1376524800
648,851,1399161600
273,851,1376352000
71,851,1390435200
667,851,1390608000
428,851,1376352000
804,851,1378512000
1114,851,1382313600
877,851,1376524800
692,851,1379462400
857,851,1379030400
1057,851,1376870400
500,851,1382313600
182,851,1378512000
6,851,1382227200
1038,851,1382486400
259,851,1387152000
483,851,1377129600
922,851,1385856000
51,851,1376352000
912,851,1376870400
1227,851,1377475200
948,851,1379203200
580,851,1376697600
542,851,1377993600
1116,851,1376870400
707,851,1398816000
170,851,1378771200
296,851,1376352000
275,851,1388188800
735,851,1377216000
417,851,1377475200
1107,851,1382054400
92,851,1376524800
790,851,1376524800
578,279,1358985600
582,279,1364688000
625,279,1398211200
147,279,1367712000
289,279,1387929600
25,279,1363219200
122,279,1363564800
241,279,1371340800
1148,279,1404518400
40,279,1366416000
1083,279,1365120000
774,279,1394236800
1150,279,1364083200
31,279,1369353600
1103,279,1358726400
768,279,1366329600
615,279,1358467200
810,279,1392336000
1056,279,1361577600
679,279,1358380800
469,279,1363651200
776,279,1364774400
453,279,1364083200
568,279,1402876800
76,279,1391472000
1064,279,1357948800
112,279,1360540800
400,279,1386115200
475,279,1388966400
1230,279,1358812800
158,279,1365638400
932,279,1358208000
399,279,1387238400
476,279,1366934400
915,279,1360886400
1267,279,1375315200
77,279,1359158400
1177,279,1362268800
149,279,1368489600
994,279,1358380800
316,279,1357948800
908,279,1364515200
749,279,1381622400
913,279,1358899200
1152,279,1358294400
447,279,1372032000
1112,279,1380067200
612,279,1373155200
140,279,1357948800
959,279,1390780800
10,279,1357603200
844,279,1387238400
1017,279,1365120000
216,279,1365465600
577,279,1369785600
1191,279,1395014400
474,279,1358294400
879,279,1362182400
102,279,1366329600
152,279,1361145600
1062,279,1362441600
1273,279,1358726400
988,279,1360454400
505,279,1357862400
1084,279,1358121600
169,279,1365206400
212,279,1395100800
178,279,1358294400
1137,279,1358467200
373,279,1359936000
297,279,1373155200
1157,279,1358035200
354,279,1368489600
1131,279,1358208000
48,279,1367366400
107,279,1364169600
937,279,1369008000
226,279,1357862400
777,279,1397001600
1259,279,1365465600
965,279,1396828800
901,279,1363910400
1055,279,1363651200
186,279,1357516800
1196,279,1362614400
1098,279,1363478400
190,279,1371081600
404,279,1357689600
804,279,1370563200
509,279,1388620800
842,279,1367798400
676,279,1379030400
885,279,1369699200
694,279,1395187200
914,279,1363046400
789,279,1357516800
605,279,1373673600
173,279,1362528000
184,279,1394150400
961,279,1396569600
96,279,1358208000
1197,279,1397347200
35,279,1390348800
523,279,1367452800
141,279,1359072000
238,279,1374969600
47,279,1358640000
1114,279,1392508800
692,279,1369872000
1001,279,1400284800
432,279,1359331200
332,279,1359417600
1005,279,1395792000
936,279,1389830400
930,279,1357776000
470,279,1390262400
906,279,1387065600
1132,279,1368921600
761,279,1385856000
37,279,1359849600
919,279,1358380800
956,279,1366416000
1166,279,1380844800
182,279,1373155200
880,279,1398816000
202,279,1361232000
441,279,1358208000
1048,279,1366934400
739,279,1361404800
199,279,1359331200
1106,279,1382400000
634,279,1370217600
883,279,1364774400
477,279,1360627200
245,279,1377302400
752,279,1357603200
339,279,1392249600
601,279,1358380800
740,279,1364256000
671,279,1396915200
293,279,1357862400
726,279,1360972800
1216,279,1369008000
78,279,1359417600
922,279,1389225600
1030,279,1389139200
1165,279,1373932800
1000,279,1388188800
729,279,1367107200
992,279,1359244800
912,279,1390089600
654,279,1371600000
606,279,1358035200
770,279,1373760000
1138,279,1394841600
1234,279,1373155200
838,279,1357516800
948,279,1359936000
665,279,1361577600
1071,279,1364256000
511,279,1389830400
602,279,1357603200
81,279,1397260800
1174,279,1362182400
488,279,1358121600
818,279,1361491200
419,279,1358812800
894,279,1378944000
135,279,1363305600
1024,279,1372723200
370,279,1386115200
781,279,1361923200
566,279,1366329600
515,279,1360454400
188,279,1389398400
716,279,1370736000
888,279,1364515200
572,279,1359417600
507,279,1361145600
683,279,1369699200
549,279,1361750400
769,279,1360108800
806,279,1366416000
995,279,1387324800
1116,279,1358812800
1204,279,1389052800
1283,279,1394668800
947,279,1361145600
532,279,1360800000
366,279,1370044800
1274,279,1373846400
62,279,1361145600
201,279,1391990400
1059,279,1368489600
170,279,1387411200
1199,279,1373068800
993,279,1365724800
657,279,1369785600
191,279,1357948800
708,279,1359676800
1070,279,1357257600
251,279,1362700800
1253,279,1398902400
330,279,1358553600
1020,279,1361836800
522,279,1361491200
275,279,1388534400
824,279,1371168000
448,279,1389830400
534,279,1373587200
19,279,1378166400
417,279,1389225600
540,279,1361664000
1107,279,1384387200
435,279,1398902400
92,279,1393977600
622,279,1364083200
625,243,1398816000
1144,243,1388620800
25,243,1369785600
122,243,1369785600
241,243,1371686400
1148,243,1404864000
40,243,1388880000
768,243,1370044800
615,243,1369872000
31,243,1371600000
69,243,1370822400
1056,243,1369785600
1064,243,1371340800
475,243,1388966400
1203,243,1387843200
158,243,1369699200
399,243,1387238400
705,243,1371081600
915,243,1374537600
1267,243,1398816000
994,243,1370563200
908,243,1369872000
80,243,1389657600
698,243,1369958400
612,243,1373155200
722,243,1369785600
159,243,1383177600
798,243,1370131200
478,243,1369872000
10,243,1369699200
518,243,1389484800
1017,243,1370304000
577,243,1370822400
1191,243,1395187200
800,243,1372550400
102,243,1371081600
833,243,1385942400
148,243,1369699200
505,243,1380326400
169,243,1370217600
513,243,1369785600
700,243,1370131200
1157,243,1371254400
354,243,1370304000
1131,243,1369872000
1228,243,1369699200
667,243,1376697600
965,243,1397433600
190,243,1369872000
509,243,1388620800
885,243,1369699200
562,243,1392854400
35,243,1390953600
523,243,1379894400
141,243,1371340800
238,243,1375142400
595,243,1370563200
1114,243,1392768000
692,243,1369872000
1001,243,1400371200
719,243,1369872000
1005,243,1395792000
923,243,1369872000
182,243,1373155200
880,243,1398902400
202,243,1390694400
1106,243,1382918400
634,243,1370649600
245,243,1377302400
752,243,1370304000
38,243,1370822400
265,243,1377043200
16,243,1371081600
1216,243,1370736000
78,243,1369872000
922,243,1396396800
1030,243,1389312000
1053,243,1380585600
1000,243,1388275200
992,243,1369872000
606,243,1369958400
770,243,1373760000
1210,243,1397520000
511,243,1390176000
81,243,1384732800
488,243,1369785600
301,243,1380153600
1024,243,1372723200
479,243,1370217600
566,243,1380499200
1223,243,1372982400
1105,243,1398988800
944,243,1371600000
507,243,1370304000
281,243,1369958400
806,243,1371513600
1116,243,1369699200
1204,243,1389052800
366,243,1370044800
1236,243,1374710400
635,243,1369872000
1274,243,1374019200
1059,243,1370390400
170,243,1387411200
1199,243,1373068800
993,243,1370044800
657,243,1370044800
191,243,1369872000
1070,243,1369699200
1253,243,1398988800
275,243,1388620800
824,243,1371686400
448,243,1390003200
534,243,1374019200
567,243,1378339200
435,243,1398902400
625,1108,1398816000
241,1108,1389312000
689,1108,1392768000
687,1108,1389744000
11,1108,1389657600
768,1108,1389916800
1056,1108,1390348800
1064,1108,1392249600
475,1108,1389225600
1203,1108,1389225600
832,1108,1389484800
158,1108,1389052800
399,1108,1394582400
1267,1108,1391644800
149,1108,1389225600
1049,1108,1389312000
994,1108,1389657600
908,1108,1389657600
80,1108,1389744000
1152,1108,1389225600
150,1108,1389139200
340,1108,1389744000
159,1108,1389225600
10,1108,1389139200
518,1108,1390435200
844,1108,1402790400
643,1108,1390435200
1017,1108,1389052800
216,1108,1391731200
577,1108,1389052800
1191,1108,1399420800
897,1108,1389052800
833,1108,1389830400
1140,1108,1389139200
505,1108,1402272000
169,1108,1389052800
839,1108,1392681600
648,1108,1398643200
151,1108,1389484800
1078,1108,1390608000
1145,1108,1389398400
965,1108,1397433600
901,1108,1390089600
428,1108,1389225600
509,1108,1389225600
842,1108,1396742400
1214,1108,1389139200
605,1108,1389657600
588,1108,1389052800
961,1108,1396569600
759,1108,1389312000
939,1108,1400889600
562,1108,1392940800
35,1108,1390953600
1279,1108,1389225600
141,1108,1392249600
238,1108,1399248000
595,1108,1389139200
1114,1108,1393200000
15,1108,1389139200
1173,1108,1389139200
692,1108,1389139200
719,1108,1393372800
1005,1108,1389139200
470,1108,1390262400
876,1108,1400630400
1027,1108,1391212800
761,1108,1389830400
1057,1108,1389312000
634,1108,1390435200
967,1108,1389052800
38,1108,1389052800
259,1108,1397347200
1216,1108,1389225600
78,1108,1389312000
922,1108,1396483200
1030,1108,1389398400
1000,1108,1389225600
992,1108,1389225600
606,1108,1389312000
1210,1108,1397520000
333,1108,1389052800
684,1108,1389398400
4,1108,1389657600
81,1108,1389052800
488,1108,1388707200
1024,1108,1389052800
479,1108,1391385600
781,1108,1390262400
566,1108,1395273600
1223,1108,1390608000
1105,1108,1398988800
